id_gi,Cita,Publicaciones
32-1,Cita 5,"Yuri, J.A., Maldonado, F., Razmilic, I., Neira, A., Quilodran, A. y Palomo, I. (2012). The concentration of total phenols and antioxidant activity do not differ between orchard apples with conventional and organic management. Journal of Food, Agriculture & Environment Vol.10 (2): 207-216. "
32-1,Cita 6,"Vogel, H., Jeldres, P., Razmilic, I., Doll, U. (2011). Morphological characters, yields and active principles in wild and cultivated accessions of the Chilean medicinal plant Buddleja globosa Hope. Industrial Crops and Products 34: 1322-1326."
32-1,Cita 7,"Vogel, H., González, B., Razmilic, I. (2011). Boldo (Peumus boldus) cultivated under different light conditions, soil humidity and plantation density. Industrial Crops and Products 34: 1310-1312"
32-1,Cita 8,"Yuri, J.A., Neira, A., Quilodran, A., Razmilic, I., Motomura, Y., Torres, C., Palomo, I. (2010) Sunburn on apples is associated with increases in phenolic compounds and antioxidant activity as a function of the cultivar and areas of the fruit. International Journal of Food, Agriculture & Environment (Helsinki, Finland) Vol. 8, Issue 3&4, pages 920-925."
32-1,Cita 9,"Vogel, H., Razmilic, I., Polanco, X., Letelier, M.E. (2010). Effect of different provenances and production conditions on antioxidant properties in Buddleja globosa leaves. BLACPMA 9(5). 333-342."
32-1,Cita 10,"Moore-Carrasco, R., Aranguez-Arellano, C., Razmilic, I., Toloza, L., Morales, E., Argiles, J.M., Palomo, I. (2008). A hight fat diet in CF-1 mice: An experimental model for metabolic syndrome. Molecular Medicine Reports 1: 401-405"
32-1,Cita 11,"González, B., Vogel, H., Razmilic, I., San Martín, J.,  Doll, U. (2008). Plantas medicinales chilenas - Experiencias de domesticación y cultivo de Boldo, Matico, Bailahuén, Canelo, Peumo y Maqui. Segunda Edición. Ed. Universidad de Talca."
32-1,Cita 12,"Muñoz-Concha D., H. Vogel, R. Yunes, I. Razmilic, L. Bresciani, A. Malheiros, (2007). Presence of polygodial and drimenol in Drimys populations from Chile. Biochemical Systematics and Ecology 35: 434-438."
33-1,Cita 1,"Fuentes, E., Astudillo, L., Gutiérrez, M., Contreras, S., Bustamante, L., Rubio, P., Moore-Carrasco, R., Alarcón, M., Fuentes, J., González, D., Palomo, I. (2012). Fractions of aqueous and methanolic extracts from tomato (Solanum lycopersicum L.) present platelet antiaggregant activity. Blood Coagulation & Fibrinolysis, 23( 2):109-117."
33-1,Cita 2,"Palomo, I., Fuentes, E., Padró, T., Badimon, L. (2012).Platelets and atherogenesis: platelet antiaggregating activity and endothelial protection from tomatoes (Solanum lycopersicum L.). Experimental and Therapeutic Medicine, 3: 577-584."
33-1,Cita 3,"Pérez, P., Moore-Carrasco, R., González, D., Fuentes, E., Palomo, I. (2012). Gene expression of adipose tissue, endothelial cells and platelets in subjects with metabolic syndrome (Review). Molecular Medicine Reports. 5: 1135-1140."
33-1,Cita 4,"Yuri, J.A., Maldonado, F., Razmilic, I., Neira, A., Quilodran, A., Palomo, I. (2012). Concentrations of total phenols and antioxidant activity in apple do not differ between conventional and organic orchard management. Journal of Food, Agriculture & Environment Vol.10 (2): 207-216."
33-1,Cita 5,"Moore, R., Donoso, W., Sutin, F., Vergara, M., Toloza, L., González, J., Morales, E., Palomo, I. (2011). ICAM-1 Expression in Endothelium of human arteries by Inmunohistochemistry. International Journal of Morphology 29 (4):1351-1356."
33-1,Cita 6,"Leiva, E., Mujica, V.,  Brito, K., Palomo, I., Orrego, R., Moore-Carrasco, R., Vasquez, M., Guzman, L., Nuñez, S., Diaz, N.,  Icaza, G., Arredondo, M. (2011). High Levels of hsCRP are Associated With Carbohydrate Metabolism Disorder. Journal of Clinical Laboratory Analysis, 25(6): 375-381."
33-1,Cita 7,"Moyano, E., Icaza, G., Mujica, V., Nuñez, L., Leiva, E., Vasquez, M., Palomo, I. (2011). Type A Behavior Pattern, Anger and Cardiovascular Disease (Cvd) in Chilean Urban Population. Revista Latinoamericana de Psicología, 43(3): 443-453."
33-1,Cita 8,"Palomo, I., Contreras, A., Alarcón, M., Leiva, E., Guzmán, L., Mujica, V., Icaza, G., Díaz, N., González, D., Moore-Carrasco, R. (2011). Elevated concentration of asymmetric dimethylarginine (ADMA) in individuals with metabolic síndrome. Nitric Oxide, 24: 224-228."
33-1,Cita 9,"Torres-Urrutia, C., Guzman, L., Schmeda-Hirschmann, G., Moore-Carrasco, R., Alarcon, M., Astudillo, L., Gutierrez, M., Carrasco, G., Yuri, J.A., Aranda, E., Palomo, I. (2011). Antiplatelet, anticoagulant, and fibrinolytic activity in vitro of extracts from selected fruits and vegetables. Blood Coagulation & Fibrinolysis, 22(3): 197-205."
33-1,Cita 10,"Leiva, E., Mujica, V., Palomo, I., Orrego, R., Guzman, L., Nuñez, S., Moore-Carrasco, R., Icaza, G., Diaz, N. (2010). High-sensitivity C-reactive protein and liver enzymes in individuals with Metabolic Syndrome in Talca, Chile. Experimental and Therapeutic Medicine, 1 (1): 175-179."
33-1,Cita 11,"Palomo, I., Leiva, E., Reyes, C., Alarcon, M., Mujica, V., Diaz, N., Icaza, G., Vasquez, M., Moore, R. (2010). Eighteen-Week Exercise and Nutritional Education Program Did Not Modify the Serum Levels of sVCAM-1 and sCD40-L in Subjects with Metabolic Syndrome. Labmedicine, 41 (4): 231-234."
33-1,Cita 12,"Palomo, I., Moore, R., Alarcon, M., Rojas A., Andres, V., Gonzalez, H. (2010). Pathophysiology of the proatherothromtic state in the metabolic síndrome. Frontiers in Bioscience S2, 194-208."
33-1,Cita 13,"Mujica, V., Urzua, A., Leiva, E., Diaz, N., Moore-Carrasco, R., Vasquez, M., Rojas, E., Icaza, G., Toro, C., Orrego, R., Palomo, I. (2010). Intervention with education and exercise reverses the metabolic syndrome in adults. Journal of the american society of hypertension, 4 (3): 148-153."
33-1,Cita 14,"Yuri, J.A., Neira, A., Quilodran, A., Razmilic, I., Motomura, Y., Torres, C., Palomo, I. (2010). Sunburn on apples is associated with increases in phenolic compounds and antioxidant activity as a function of the cultivar and areas of the fruit.  Journal of Food Agriculture & Environment, 8 (2): 920-925."
33-1,Cita 15,"Palomo, I., Gutierrez, C.L., Alarcon, M.L., Jaramillo, J.C., Segovia, F.M., Leiva, E.M., Mujica, V.E., Icaza, G.N., Diaz, N.S., Moore-Carrasco, R. (2009). Increased concentration of plasminogen activator inhibitor-1 and fibrinogen in individuals with metabolic syndrome. Molecular Medicine Reports, 2 (2): 253-257."
33-1,Cita 16,"Mujica, V., Leiva, E., Rojas, E., Diaz, N., Icaza, G., Palomo, I. (2009). Discordance between nutritional status and self perception of weight among adults from Talca Chile. Revista Médica de Chile, 137 (1): 76-82."
33-1,Cita 17,"Palomo, I., Torres, C.I., Moore-Carrasco, R.E., Alarcon, M.A., Maragano, P.J. (2009). Platelet antiaggregants: mechanisms of action and use asocied risks. Vitae-Revista de la Facultad de Quimica Farmaceutica, 16 (1): 133-143."
33-1,Cita 18,"Palomo, I., Jaramillo, J.C., Alarcon, M.L., Gutierrez, C.L., Moore-Carrasco, R., Segovia, F.M., Leiva. E.M., Mujica, V.E., Icaza, G., Diaz, N.S. (2009). Increased concentrations of soluble vascular cell adhesion molecule-1 and soluble CD40L in subjects with metabolic syndrome. Molecular Medicine Reports, 2 (3): 481-485."
33-1,Cita 19,"Palomo, I., Segovia, F., Ortega, C., Pierangeli, S. (2009). Antiphospholipid syndrome: a comprehensive review of a complex and multisystemic disease. Clínical and Experimental Rheumatology, 27 (4): 668-677."
33-1,Cita 20,"Yuri, J.A., Neira, A., Quilodran, A., Motomura, Y., Palomo, I. (2009). Antioxidant activity and total phenolics concentration in apple peel and flesh is determined by cultivar and agroclimatic growing regions in Chile. Journal of Food Agriculture & Environment, 7 (3-4): 513-517 Part 1."
33-1,Cita 21,"Icaza, G., Nñnez, L., Marrugat, J., Mujica, V., Escobar, M.C., Jimenez, A.L., Perez, P., Palomo, I. (2009). Estimation of coronary heart disease risk in Chilean subjects based on adapted Framingham equations. Revista Médica de Chile, 137 (10): 1273-1282."
33-1,Cita 22,"Mujica, V., Leiva, E., Icaza, G., Diaz, N., Arredondo, M., Moore-Carrasco, R., Orrego, R., Vasquez, M., Palomo, I. (2008). Evaluation of metabolic syndrome in adults of Talca city Chile. Nutrition Journal, 7(14):1-6."
33-1,Cita 23,"Pierangeli, S.S., Chen, P.P., Raschi, E., Scurati, S., Grossi, C., Borghi, M.O., Palomo, I., Harris, E.N., Meroni, P.L. (2008). Antiphospholipid antibodies and the antiphospholipid syndrome: Pathogenic mechanisms. Seminars in Thrombosis and Hemostasis, 34 (3): 236-250."
33-1,Cita 24,"Moore-Carrasco, R., Bustamante, M.P., Guerra, O.G., Madariaga, E.L., Escudero, V.M., Arellano, C.A., Palomo, I. (2008). Peroxisome proliferator-activated receptors: Targets for the treatment of metabolic illnesses (Review).Molecular Medicine Reports, 1 (3): 317-324."
33-1,Cita 25,"Palomo, I., Toro, C., Alarcon, M. (2008.). The role of platelets in the pathophysiology of atherosclerosis (Review). Molecular Medicine Reports, 1 (2): 179-184."
33-1,Cita 26,"Moore-Carrasco, R., Aranguez-Arellano, C., Razmilic, I., Toloza, L., Morales, E., Argiles, J.M., Palomo, I. (2008). A high fat diet in CF-1 mice: An experimental model for metabolic syndrome. Molecular Medicine Reports, 1 (3): 401-405."
34-1,Cita 1,"Bahamondes, C., Wilson, L., Aguirre, C., Illanes, A. (2012). Comparative Study of the Enzymatic Synthesis of Cephalexin at High Substrate Concentration in Aqueous and Organic Media Using Statistical Model. Biotechnology and Bioprocess Engineering 17:711-721."
34-1,Cita 2,"Aguirre, C., Concha, I., Vergara, J., Riveros, R. y Illanes, A. (2010).Partition and substrate concentration effect in the enzymatic synthesis of cephalexin in aqueous two-phase systems. Process Biochemistry 45 : 1163–1167. "
34-1,Cita 3,"Valencia, P., Wilson, L., Aguirre, C., Illanes, A. (2010).Evaluation of the incidence of diffusional restrictions  on the enzymatic reactions of  hydrolysis of penicillin G and synthesis of cephalexin. Enzyme and Microbial  Technology 47(6): 268-276. "
34-1,Cita 4,"Illanes, A., Wilson, L., Aguirre, C. (2009). Synthesis of cephalexin in aqueous medium with carrier-bound and carrier-free penicillin acylase biocatalyst. Applied Biochemistry and Biotechnology 15(1):98-110. "
34-1,Cita 5,"Basáez, L., Peric, I., Jara, P., Soto, C., Contreras, D., Aguirre, C. y Vanysek, P. (2008).Electrochemical and Electrophoretic study of sodium metamizole.. Journal of the Chilean Chemical Society. 53(3):1572-575. "
35-1,Cita 1,"Avello, M., Lopez, C., Gatica, C., Bustos, E., Brieva, A., Pastene, E., Bittner, M., Becerra, J. (2012). Efectos Antimicrobianos de Extractos de Plantas Chilenas de las Familias Lauraceae y Monimiaceae. Revista Cubana de Plantas Medicinales, 17: 73-83. (Scielo)."
35-1,Cita 2,"Avello, M., Pastene, E., Bustos, E., Bittner, M., Becerra, J. (2012).Variation in phenolic compounds of Ugni molinae populations and their potential use as antioxidant supplement. Rev. Braz. Pharmacog (in press) (ISI)."
35-1,Cita 3,"Suazo, G., González, F., Urbina, A., Pastene, E., Sáez, K., Serri, H. (2012). Actividad insecticida del aceite esencial de Lepechinia chamaedryoides (Balb.) Epling (Savia Chilena) en Drosophila melanogaster. Gayana Bot. (in press). (ISI)"
35-1,Cita 4,"Carrasco, C., Pastene E., Vergara C., Zapata M., Sandoval C., and Gotteland M. (2012). Stimulation of cytosolic and mitochondrial calcium mobilization by indomethacin in Caco-2 cells: Modulation by the polyphenols quercetin, resveratrol and rutin. Biochimica et Biophysica Acta (BBA), 1820: 2052-2061 (ISI)"
35-1,Cita 5,"Pastene, E., Hebel, S., García, A. (2012). Polifenoles con efecto anti-Helicobacter pylori: Fuentes de obtención y su potencial utilización en Fitomedicamentos, nutracéuticos y alimentos funcionales. Revista de Farmacología de Chile (in press). "
35-1,Cita 6,"Pineda, A., Carrasco, J., Peña-Farfal, C., Henríquez-Aedo, K. and Aranda, M. (2012). Preliminary evaluation of biogenic amines in Chilean young varietal wines by HPLC. Food Control, 23: 251-257. "
35-1,Cita 7,"Henríquez-Aedo, K., Vega, M., Prieto-Rodríguez, S., Aranda, M. (2012). Evaluation of biogenic amines content in Chilean reserve varietal wines. Food and Chemical Toxicology 50: 2742-2750."
35-1,Cita 8,"Alvarado, M., Galarce-Bustos, O., Vega, M. and Aranda, M. (2012). Fast and Selective Determination of Ochratoxin A in Wines Using an Optimized and Validated Liquid Chromatographic Method. Food Analytical Methods (in press). DOI 10.1007/s12161-012-9446-y"
35-1,Cita 9,"Caro–Jara, N., Mundaca–Uribe, R., Zaror–Zaror, C., Carpinelli–Pavisic, J., Aranda–Bustos, M., Peña–Farfal, C. (2012). Development of a bienzymatic amperometric glucose biosensor using mesoporous silica (MCM-41) for enzymes immobilization and its application on liquid pharmaceutical formulations. Electroanalysis. Accepted."
35-1,Cita 10,"Vega-Gálvez, A., Miranda, M., Aranda, M., Henriquez-Aedo, K., Vergara, J., Tabilo-Munizaga, G. and Pérez-Won, M. (2011). Effect of high hydrostatic pressure on functional properties and quality characteristics of Aloe vera gel (Aloe barbadensis Miller). Food Chemistry, 129: 1060–1065. "
35-1,Cita 11,"Chavez, F., Aranda, M., García, A., Pastene, E. (2011). Los polifenoles antioxidantes extraídos del epicarpio de Palta (Persea americana var. Hass) inhiben la ureasa de Helicobacter pylori. BLACPMA. 10(3), 263-280. (ISI)"
35-1,Cita 12,"Carrasco, C., Speisky, H., Brunser, O., Pastene, E. y Gotteland, M. (2011). Apple Peel Polyphenols Protect Against Gastrointestinal Mucosa Alterations Induced by Indomethacin in Rats. J. Agric. Food Chem. 59(12), 6459-6466. (ISI)"
35-1,Cita 13,"Avello, M., Rivas, X., Pastene, E. (2011). Evaluación de plantas medicinales de uso común en la ciudad de Concepción (Chile), a través de ensayos de calidad. BLACPMA, 10(4), 379-388. (ISI)"
35-1,Cita 14,"Serri, H., Urbina, A., Cabrera, A., Millán, T., Pastene, E. y Rubilar, J. (2011). Propagación y Descripción Morfo-Anatómica de Salvia Chilena (Lepechinia chamaedryoides). BLACPMA, 10(6): 507-524. (ISI)"
35-1,Cita 15,"Pastene, E., Speisky, H., García, A., Moreno, J., Troncoso, M. and Figueroa, G. (2010). In Vitro and In Vivo Effects of Apple Peel Polyphenols against Helicobacter pylori. J. Agric. Food Chem. 58, 7172-7179. (ISI)"
35-1,Cita 16,"Fischer, S., Berti, M., Wilckens, R., Baeza, M., Pastene, E., Inostroza, L., Tramón, C. and Gonzalez, W. (2010). Characterization and propagation of some medicinal plants in the central-south region of Chile. Industrial Crops and Products, (in press) pdf disponible. doi:10.1016/j.indcrop. 10.012 . (ISI)"
35-1,Cita 17,"Aranda, M. and Morlock, G. (2010). New planar chromatographic method for pyritinol quantification in solid pharmaceutical formulation with selectivity evaluation by mass spectrometry. Journal of Liquid Chromatography & Related Techniques, 33: 957-971"
35-1,Cita 18,"Miranda, M., Vega-Gálvez, A., López, J., Parada, G., Sanders, M., Aranda, M., Uribe, E., DiScala, K. (2010). Impact of air-drying temperature on nutritional properties, total phenolic content and antioxidant capacity of quinoa seeds (Chenopodium quinoa Willd.) Industrial Crops and Products. 32: 258–263"
35-1,Cita 19,"Pastene, E., Troncoso, M., Figueroa, G., Alarcón, J. and Speisky, H. (2009). Association between Polymerization Degree of Apple Peel Polyphenols and Inhibition of Helicobacter pylori Urease. J. Agric. Food Chem. 57, 416-424."
35-1,Cita 20,"Rojo, L., Benites, J., López, J., Rojas, M., Díaz, P., Pastene, E., Ordóñez, J. (2009). Comparative study on the antioxidant effects and phenolic content of twelve highly consumed medicinal plants from South American Andes. BLACPMA. 8, 498-508.(ISI)"
35-1,Cita 21,"Pastene, E. (2009).Estado actual de la búsqueda de plantas con actividad antioxidante. BLACPMA. 8, 449-455. (ISI)"
35-1,Cita 22,"Pastene, E., Speisky, H., Troncoso, M., Alarcón, J. and Figueroa, G. (2009). In Vitro Inhibitory Effect of Apple Peel Extract on the Growth of Helicobacter pylori and Respiratory Burst Induced on Human Neutrophils. J. Agric. Food Chem. 57, 7743-7749. (ISI)"
35-1,Cita 23,"Vega, M. and Aranda, M. (2009). Determination of available lysine by planar chromatography: a useful tool for protein quality evaluation in fish feed. Journal of AOAC International, 92 (3): 699-702."
35-1,Cita 24,"Vega, M., Muñoz, K., Sepúlveda, C., Aranda, M., Campos, V., Villegas, R., Villarroel, O. (2009). Solid-phase extraction and HPLC determination of Ochratoxin A in cereals products on Chilean market. Food Control, 20 (7): 631-634"
35-1,Cita 25,"Pastene, E., Gómez, M., Speisky, H. y Núñez-Vergara, L. (2009). Un Sistema para la detección de antioxidantes volátiles emitidos desde especias y hierbas medicinales. Química Nova. 32, 482-487."
35-1,Cita 26,"Benites, J., Rojo, L.E., Lopez, J., Pastene, E., Alarcón, J. (2008). Chilean Medicinal Plants: from the ethnomedicinal use to the pharmacological evidence. En: Vinardell, M.P. y Mitjans, M. (eds.). Pharmacological Applications of South American Plants. Research Signpost, Fort P.O., ISSBN: J 978-81-308-0295-4. Trivandrum-695 023, Kerala."
35-1,Cita 27,"Sekler, I., Jiménez, J.M., Rojo, L., Pastene, E., Fuentes, P., Slachevsky, A., Maccioni, R. (2008). Cognitive impairment and Alzheimer’s disease: Links with oxidative stress and cholesterol metabolism. Neuropsychiatric Disease and Treatment, 4(4), 715-722. "
35-1,Cita 28,"Speisky, H., Gómez, M., Carrasco-Pozo, C., Pastene, E., Lopez-Alarcón, C. and Olea-Azar, C. (2008). Cu (I)–Glutathione complex: A potential source of superoxide radicals generation. Bioorg. & Med. Chem. 16(1), 6568-6574."
37-1,Cita 1,"Muñoz, E., Lamilla, C., Marin, J., Alarcon, J. and Cespedes, C. (2013). Antifeedant, insect growth regulatory and insecticidal effects of Calceolaria talcana (Calceolariaceae) on Drosophila melanogaster and Spodoptera frugiperda. Industrial Crop and Products, Vol 42, 137-144. "
37-1,Cita 2,"Cespedes, C., Molina, S., Muñoz, E., Lamilla, C., Alarcon, J., Palacios, S., Carpinella, M., Avila, J. (2013). The insecticidal, molting disruption and insect growth inhibitory activity of extracts from Condalia microphylla Cav. (Rhamnaceae). Industrial Crop and Products. Vol. 42, 78-86."
37-1,Cita 3,"Alarcon, J., Lamilla, C., and Cespedes, C. (2013). Insecticidal activity of sesquiterpenes skeleton synthesized by the conventional Robinson annulations reaction on Drosophila melanogaster. Industrial Crop and Products, Vol. 42, 268-272."
37-1,Cita 4,"Cespedes, C. (2013). Antioxidant and Biocidal Activities from Natural sources: An Overview”. En: Cespedes, C., Sampietro, D., Seigler, D., Rai, M. (eds.). Natural Antioxidants and Biocides from Wild Medicinal Plants. Cabi Publishing, Wallingford, UK."
37-1,Cita 5,"Salazar, J. and Céspedes, C. (2013). Phytoecdysteroids and Related Sterols Isolated From Mexican Cacti: Their Potential Use As Natural Insecticides. En: Cespedes, C., Sampietro, D., Seigler, D., Rai, M. (eds.). Natural Antioxidants and Biocides from Wild Medicinal Plants. Cabi Publishing, Wallingford, UK. "
37-1,Cita 6,"Lillo, L., Alarcón, J., Cabello, G., Céspedes, C. and Caro, C. (2013). Natural Polymers and their Biological Activities. En: Cespedes, C., Sampietro, D., Seigler, D., Rai, M. (eds.). Natural Antioxidants and Biocides from Wild Medicinal Plants. Cabi Publishing, Wallingford, UK."
37-1,Cita 7,"Cespedes, C., Muñoz, E., Lamilla, C., Molina, S. and Alarcon, J. (2013). Insect growth regulatory, molting disruption and insecticidal activity of Calceolaria talcana (Calceolariaceae: Scrophulariaceae) and Condalia microphylla Cav. (Rhamnaceae). En: Cespedes, C., Sampietro, D., Seigler, D., Rai, M. (eds.). Natural Antioxidants and Biocides from Wild Medicinal Plants. Cabi Publishing, Wallingford, UK."
37-1,Cita 8,"Marín-Loaiza, C., Nieto, A., Céspedes, C. (2012). Antioxidant and anti-inflammatory activities of Pittocaulon species from México. Pharmaceutical Biology, Vol. 50, aceptada."
37-1,Cita 9,"Avila-Acevedo, G., García-Bores, A., Martínez-Ramírez, F.,  Hernández-Delgado, T., Ibarra-Barajas, M., Romo de Vivar, A., Flores-Amaya, S., Velasco-Lara, P. and Cespedes, C. (2012). Antihyperglycemic effect and genotoxicity of Psittacanthus calyculatus extract in streptozotocin-induced diabetic rats.. Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas.. Vol. 11 (4), 345-353."
37-1,Cita 10,"Domínguez, M., Avila, G., Nieto, A. and Cespedes, C.(2011). Anti-Inflammatory Activity of Penstemon gentianoides and P. campanulatus. Pharmaceutical Biology, , Vol. 49 (2), 118-124. (DOI: 10.3109/13880209.2010.503708, on line Oct. 28/2010)."
37-1,Cita 11,"Hincapie-Llanos, C., Monsalve, Z., Parada, K., Lamilla, C., Alarcon, J. and Cespedes, C. (2011). Insect growth regulatory activity of Blechnum chilense. Natural Products Communications, Vol. 6 (8): 1085-1088."
37-1,Cita 12,"Hincapie-Llanos, C., Monsalve, Z., Alarcon, J. and Cespedes, C. (2011). Antioxidant activity of Blechnum chilense (Kaulf.) Mett., Curcuma domestica Valeton and Tagetes verticillata Lag & Rodriguez. Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas. Vol. 10 (4), 315-324."
37-1,Cita 13,"Salazar, J.R., Martinez-Vazquez, M., Cespedes, C.L., Ramirez-Apan, T., Nieto-Camacho, A., Rodriguez-Silverio, J. and Flores-Murrieta, F. Z. (2011). Anti-Inflammatory and cytotoxic Activities of Chichipegenin, Peniocerol, and Macdougallin isolated from Myrtillocactus geometrizans (Mart. Ex Pfeiff.) Con. Naturforschung C, , 66c, (1/2), 24-30."
37-1,Cita 14,"Lillo, L., Alarcon, J., Cespedes, C.L., Cabello, G., Canto, P., and Caro, C. Z. (2011). Antibacterial activity of an oligosaccharide of native Paecilomyces sp. and its aminoglycosylated derivative. Naturforschung C, 66c, (3/4), 123-128."
37-1,Cita 15,"Cespedes, C. y Alarcon, J. (2011). Biopesticides of botanical origin, phytochemicals and extracts from Celastraceae, Rhamnaceae and Scrophulariaceae. Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas. Vol. 10 (3), 175-181."
37-1,Cita 16,"Alarcon, J., Molina, S., Villalobos, N., Lillo, L., Lamilla, C., Cespedes, C., Seigler, D. (2011). Insecticidal activity of Chilean Rhamnaceae: Talguenea quinquenervis (Gill et Hook). Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas.. Vol. 10 (4), 383-388."
37-1,Cita 17,"Hincapie, C., Monsalve, Z., Parada, K., Lamilla, C., Alarcon, J., Cespedes, C. (2011). Mite growth regulatory activity of Blechnum chilense (Kailf.) Mett. Planta Medica, 77 (12), 1257. SL54. DOI: 10.1055/s-0031-1282177."
37-1,Cita 18,"Lillo, L., Muñoz, I., Pérez, J., Alarcon, J., Cespedes, C., Cabello, G., Lamilla, C. and Caro, C. (2011). Solubility effects on antibacterial activity of chemically modified chitooligosaccharides of fungal origin. Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas. Vol. 10 (6), 536-542. "
37-1,Cita 19,"Céspedes, C., Valdez, M., Avila, J., El-Hafidi, M., Alarcón, J. and Paredes-López, O. (2010). Phytochemical Profile and the Antioxidant Activity of Chilean Wild Black Berry Fruits. Aristotelia chilensis (Mol) Stuntz (Elaeocarpaceae). Food Chemistry, Vol. 119 (3), 886-895. (6)."
37-1,Cita 20,"Cespedes, C., Alarcon, J., Avila, J. and Nieto, A. (2010). Anti-Inflammatory Activity of Aristotelia chilensis Mol. (Stuntz) (Elaeocarpaceae). Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas. Vol. 9 (2), 127-135. (1)."
37-1,Cita 21,"Céspedes, C., Rodríguez, M.E., Ávila, G. and Martínez, R. (2010). Plant Growth Inhibitory Activity of N,N´-di-(4-R-phenyl)-alkanediamides. Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas.. Vol. 9 (4), 246-257."
37-1,Cita 22,"Dominguez, M., Keck, A., Jeffery, E. and Cespedes, C. (2010). Effects of extracts, flavonoids and iridoids from Penstemon gentianoides (Plantaginaceae) on inhibition of inducible nitric oxide synthase (iNOS), cyclooxygenase-2 (COX-2) in LPS-Activated RAW 264.7 macrophage cells and their antioxidant activity. Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas. Vol. 9 (5), 397-413."
37-1,Cita 23,"Cespedes, C., Alarcon, J., Avila, G. and El-Hafidi, M. (2010). Anti-inflammatory, antioedema and gastroprotective activities of Aristotelia chilensis extracts, part 2. Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas. Vol. 9 (6), 432-439."
37-1,Cita 24,"Cespedes, C. y Alarcon, J. (2010). Chilean Science gets up.  Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas, Vol. 9 (2), 85-86."
37-1,Cita 25,"Céspedes, C., Alarcon, J., Valdez, M. and Paredes-López, O. (2009). Antioxidant Activity of an Unusual 3-Hydroxyindole Derivative Isolated from Fruits of Aristotelia chilensis. Z. Naturforsch C. (Mol) Stuntz, 64c, (9/10), 759 – 762. (2)."
37-1,Cita 26,"Serrano, R., Hernández, T., Canales, M., García-Bores, M., Romo De Vivar, A., Céspedes, C. and Avila, G. (2009). Ent-labdane type diterpene with antifungal activity from Gymnosperma glutinosum (Spreng.) Less. (Asteraceae). Bol. Latinoam. Caribe Plant Med. Aromat. Vol. 8 (5), 412 - 418."
37-1,Cita 27,"Céspedes, C., Ávila, G., Alarcón, J. and Kubo, I. (2008). Antioxidant and Biocide Activities of Selected Mexican and Chilean plants. En: Shibamoto, T., Kanazawa, K., Shahidi, F. and Ho, C.T. (Eds.). Functional Food and Health: Phenolics in Food and Natural Health Products. American Chemical Symposium Series, Vol. No. 993. ACS, Washington D.C. pp: 277-307. ISBN: 978-0-8412-6982-8 (series)."
37-1,Cita 28,"Marin, J.C., Ernst, L., Beuerle, T., Theuring, C., Céspedes, C.L., Hartmann, Th. Phytochemistry. (2008). Pyrrolizidine alkaloids of the endemic Mexican genus Pittocaulon and assignment of stereoisomeric 1, 2-saturated necine bases. 69 (1), 154-167. (6)."
37-1,Cita 29,"Céspedes, C., El-Hafidi, M., Pavón, N., Alarcón, J. (2008). Antioxidant and cardioprotective activities of phenolic extracts from fruits of Chilean Blackberry Aristotelia chilensis (Elaeocarpaceae), Maqui. Food Chemistry. 107, 820-829. (17)"
37-1,Cita 30,"Céspedes, C., Alarcón, J., Águila, S., Torres, P., Aqueveque, P., Becerra, J. and Silva, M. (2008). Antifeedant, Insect Growth Regulatory Activities of Methanolic Extracts from Chilean Podocarpaceae. Biopesticides International, 4 (1), 35-51."
37-1,Cita 31,"Kubo, I., Hori, I., Nihei, K.I., Satooka, H., Céspedes, C., and Calderón, J. (2008). Insect Growth Inhibitory Activity and Cytotoxicity of Tannic Acid from Gallae Rhois. Biopesticides International, 4 (1), 6-14."
37-1,Cita 32,"Marín, C., Ávila, G., Canales, M., Hernandez, T. and  Céspedes, C. (2008). Antifungal and Antibacterial Activities of Pittocaulon spp. Pharmaceutical Biology. (Invited Paper), Vol. 46 (1-2), 66-71. (1)."
37-1,Cita 33,"Alarcon, J., Cid, E., Lillo, L., Cespedes, C.L., Aguila S. and Alderete, J. (2008) Biotransformation of Indole Derivatives in Mycelial Cultures by Fungi. Z. Naturforschung C. 63c (2), 82-84."
37-1,Cita 34,"Lillo, L., Alarcon, J., Cabello, G., Cespedes, C.L. and Caro, C. (2008). Antibacterial Activity of the Chitooligosaccharides. Z. Naturforschung C., 63c, 644-648. (2)."
38-1,Cita 1,"Leonelli, G. (2012) Evaluación de un Snack tipo charqui de carne de cabalo (Equus caballus L.) con distintos aditivos elaborado en condiciones de laboratorio. Ed 3 revista extensión Innovagro."
38-1,Cita 2,"Tighe, R. (2012) Efecto de un hidrolizado de pescado sobre la producción de biomasa y concentración de polifenoles totales en plántulas de ají. Ed 3 revista extensión Innovagro."
